Country,Year,Fossil fuels,Nuclear,Renewable sources,Total
Turkey,1980,11791,0,11484,23275
Turkey,1981,11947,0,12726,24673
Turkey,1982,12385,0,14167,26552
Turkey,1983,16004,0,11343,27347
Turkey,1984,17165,0,13448,30613
Turkey,1985,22168,0,12051,34219
Turkey,1986,27778,0,11917,39695
Turkey,1987,25677,0,18676,44353
Turkey,1988,19030,0,29018,48048
Turkey,1989,34042,0,18002,52044
Turkey,1990,34315,0,23228,57543
Turkey,1991,37444,0,22802,60246
Turkey,1992,40657,0,26685,67342
Turkey,1993,39723,0,34085,73808
Turkey,1994,47605,0,30716,78321
Turkey,1995,50398,0,35849,86247
Turkey,1996,54127,0,40735,94862
Turkey,1997,63103,0,40193,103296
Turkey,1998,68462,0,42560,111022
Turkey,1999,81528,0,34912,116440
Turkey,2000,93714,0,31154,124922
Turkey,2001,98333,0,24346,122725
Turkey,2002,95390,0,33966,129400
Turkey,2003,104985,0,35559,140581
Turkey,2004,104359,0,46311,150698
Turkey,2005,122120,0,39748,161956
Turkey,2006,131681,0,44522,176299
Turkey,2007,154982,0,36457,191558
Turkey,2008,163920,0,34421,198418
Turkey,2009,156583,0,38141,194812
Turkey,2010,155371,0,55712,211208
Turkey,2011,171169,0,58098,229393
Turkey,2012,174151,0,65216,239496
Turkey,2013,170641,0,69220,240154
Turkey,2014,198984,0,52629,251963
Turkey,2015,177608,0,83658,261783
Turkey,2016,183426,0,90245,274408
Turkey,2017,209166,0,87235,297278
Turkey,2018,206061,0,97768,304802
Turkey,2019,170518,0,132261,303898
Turkey,2020,175923,0,128421,305431
United Kingdom,1971,224850,27548,3358,255756
United Kingdom,1972,229998,29378,3391,262767
United Kingdom,1973,249497,27997,3858,281352
United Kingdom,1974,234719,33617,4066,272402
United Kingdom,1975,236701,30338,3751,270790
United Kingdom,1976,235436,36155,3688,275279
United Kingdom,1977,237839,40021,3870,281730
United Kingdom,1978,245243,37224,3995,286462
United Kingdom,1979,256092,38308,4245,298645
United Kingdom,1980,243157,37023,3891,284071
United Kingdom,1981,234381,37969,4347,276697
United Kingdom,1982,223174,43972,4530,271676
United Kingdom,1983,221087,49928,4552,275567
United Kingdom,1984,222429,53979,3988,280396
United Kingdom,1985,229533,61095,4091,294719
United Kingdom,1986,235509,59079,4767,299355
United Kingdom,1987,242269,55238,4137,301644
United Kingdom,1988,238304,63456,4934,306694
United Kingdom,1989,236183,71734,4758,312675
United Kingdom,1990,246112,65749,5811,317755
United Kingdom,1991,245398,70543,5323,321352
United Kingdom,1992,236030,76807,6405,319346
United Kingdom,1993,226428,89353,5718,321665
United Kingdom,1994,229436,88282,6955,325024
United Kingdom,1995,236242,88964,6871,332489
United Kingdom,1996,248540,94671,5685,349313
United Kingdom,1997,243605,98146,6946,349180
United Kingdom,1998,252361,99486,8649,361079
United Kingdom,1999,259943,95133,9616,365250
United Kingdom,2000,278823,85063,9970,374375
United Kingdom,2001,280205,90094,9549,382368
United Kingdom,2002,282756,87848,11127,384595
United Kingdom,2003,293317,88686,10618,395464
United Kingdom,2004,294977,79999,14137,391278
United Kingdom,2005,294315,81618,16938,395426
United Kingdom,2006,297482,75451,18106,393430
United Kingdom,2007,308333,63028,19689,392971
United Kingdom,2008,308698,52486,21847,384830
United Kingdom,2009,276941,69098,25245,373071
United Kingdom,2010,289189,62140,26182,378921
United Kingdom,2011,259064,68980,35213,365078
United Kingdom,2012,247149,70405,41250,360913
United Kingdom,2013,229588,70607,53215,355386
United Kingdom,2014,204457,63748,64523,335217
United Kingdom,2015,178876,70345,84061,336832
United Kingdom,2016,176682,71726,82981,336258
United Kingdom,2017,161646,70336,98867,335062
United Kingdom,2018,150667,65064,110038,330006
United Kingdom,2019,139729,56184,120505,321088
United Kingdom,2020,121216,50278,134298,311343
United States,1971,1398490,40552,264338,1703380
United States,1972,1520470,57813,272826,1851109
United States,1973,1608210,89167,268132,1965509
United States,1974,1529147,121251,306937,1957335
United States,1975,1520945,183512,306703,2011160
United States,1976,1644747,202570,290640,2137957
United States,1977,1739593,265936,226925,2232454
United States,1978,1736734,292987,286721,2316442
United States,1979,1801990,270464,287209,2359663
United States,1980,1876547,266183,284590,2427320
United States,1981,1878278,289034,269712,2437024
United States,1982,1759469,299739,317427,2376635
United States,1983,1795865,311298,341877,2449040
United States,1984,1882899,347292,332582,2562773
United States,1985,1919875,406712,295342,2621929
United States,1986,1894889,438880,305955,2639724
United States,1987,1984738,482586,249863,2717187
United States,1988,2078319,558591,221132,2858042
United States,1989,2239417,561165,327304,3127886
United States,1990,2211966,611589,369241,3202813
United States,1991,2241417,649399,350142,3254890
United States,1992,2274693,655970,324316,3270597
United States,1993,2378991,646987,355578,3391520
United States,1994,2425384,678920,336458,3451830
United States,1995,2448570,713806,384343,3558374
United States,1996,2500516,715212,422867,3651244
United States,1997,2589971,666363,403130,3672220
United States,1998,2711858,714124,365559,3804504
United States,1999,2736469,771811,351308,3873638
United States,2000,2882270,797718,330364,4025885
United States,2001,2771591,792604,260426,3838831
United States,2002,2858235,804519,348137,4026399
United States,2003,2890533,787818,360433,4054649
United States,2004,2961136,813339,357987,4148080
United States,2005,3078075,810726,366205,4268887
United States,2006,3049191,816195,395209,4275011
United States,2007,3111787,836634,361815,4323915
United States,2008,3100548,837804,391022,4342980
United States,2009,2892882,830210,428696,4165395
United States,2010,3060149,838931,440677,4354363
United States,2011,2960191,821405,528962,4326635
United States,2012,2941052,801129,512822,4270884
United States,2013,2907720,822004,541802,4287114
United States,2014,2913787,830584,560657,4320317
United States,2015,2882404,830288,568439,4297048
United States,2016,2806893,839918,637076,4299595
United States,2017,2691536,838861,718175,4263677
United States,2018,2834295,841329,743179,4433936
United States,2019,2745143,843330,767034,4370988
United States,2020,2557949,823191,835251,4231317
Brazil,1971,0,0,0,0
Brazil,1972,0,0,0,0
Brazil,1973,0,0,0,0
Brazil,1974,0,0,0,0
Brazil,1975,0,0,0,0
Brazil,1976,0,0,0,0
Brazil,1977,0,0,0,0
Brazil,1978,0,0,0,0
Brazil,1979,0,0,0,0
Brazil,1980,0,0,0,0
Brazil,1981,0,0,0,0
Brazil,1982,0,0,0,0
Brazil,1983,0,0,0,0
Brazil,1984,0,0,0,0
Brazil,1985,0,0,0,0
Brazil,1986,0,0,0,0
Brazil,1987,0,0,0,0
Brazil,1988,0,0,0,0
Brazil,1989,0,0,0,0
Brazil,1990,10017,2237,210567,222821
Brazil,1991,11154,1442,221781,234377
Brazil,1992,11731,1759,228242,241732
Brazil,1993,11515,442,240019,251976
Brazil,1994,11893,55,248093,260041
Brazil,1995,13583,2519,259499,275601
Brazil,1996,16328,2427,272523,291278
Brazil,1997,18458,3169,286355,307982
Brazil,1998,19504,3265,298979,321748
Brazil,1999,29005,3977,301368,334716
Brazil,2000,30243,6046,312249,348910
Brazil,2001,36902,14279,276891,328508
Brazil,2002,35049,13836,296372,345671
Brazil,2003,32958,13358,317571,364339
Brazil,2004,41974,11611,333334,387453
Brazil,2005,41232,9855,351141,403033
Brazil,2006,41132,13754,363765,419337
Brazil,2007,38927,12350,392685,445147
Brazil,2008,58408,13969,390210,463067
Brazil,2009,37753,12957,414828,466121
Brazil,2010,63878,14523,436929,515713
Brazil,2011,52070,15659,463472,531757
Brazil,2012,79983,16038,456097,552401
Brazil,2013,116631,15450,438417,570838
Brazil,2014,142166,15378,432543,590479
Brazil,2015,135232,14734,431100,581488
Brazil,2016,96758,15864,465819,578897
Brazil,2017,103650,15739,467024,589327
Brazil,2018,87575,15674,495290,601396
Brazil,2019,91982,16129,515438,626328
Brazil,2020,81739,14053,522869,621198
People's Republic of China,1971,0,0,0,0
People's Republic of China,1972,0,0,0,0
People's Republic of China,1973,0,0,0,0
People's Republic of China,1974,0,0,0,0
People's Republic of China,1975,0,0,0,0
People's Republic of China,1976,0,0,0,0
People's Republic of China,1977,0,0,0,0
People's Republic of China,1978,0,0,0,0
People's Republic of China,1979,0,0,0,0
People's Republic of China,1980,0,0,0,0
People's Republic of China,1981,0,0,0,0
People's Republic of China,1982,0,0,0,0
People's Republic of China,1983,0,0,0,0
People's Republic of China,1984,0,0,0,0
People's Republic of China,1985,0,0,0,0
People's Republic of China,1986,0,0,0,0
People's Republic of China,1987,0,0,0,0
People's Republic of China,1988,0,0,0,0
People's Republic of China,1989,0,0,0,0
People's Republic of China,1990,494480,0,126788,621268
People's Republic of China,1991,552460,0,125165,677625
People's Republic of China,1992,621470,0,132601,754071
People's Republic of China,1993,684833,1604,151962,838399
People's Republic of China,1994,745584,14756,167905,928245
People's Republic of China,1995,801419,12833,193662,1007914
People's Republic of China,1996,876296,14338,189606,1080240
People's Republic of China,1997,922548,14418,198922,1135888
People's Republic of China,1998,942536,14100,210864,1167500
People's Republic of China,1999,1018140,14949,206838,1239927
People's Republic of China,2000,1113413,16737,225588,1355738
People's Republic of China,2001,1182711,17472,280766,1480949
People's Republic of China,2002,1337601,25127,291436,1654164
People's Republic of China,2003,1580101,43342,287312,1910755
People's Republic of China,2004,1795567,50469,357466,2203502
People's Republic of China,2005,2042927,53088,404451,2500466
People's Republic of China,2006,2364229,54843,446882,2865954
People's Republic of China,2007,2718749,62130,500911,3281790
People's Republic of China,2008,2783801,68394,614990,3467185
People's Republic of China,2009,2981276,70134,663651,3715061
People's Republic of China,2010,3332623,73880,781638,4197204
People's Republic of China,2011,3819124,86350,788618,4704861
People's Republic of China,2012,3881107,97394,995264,4984732
People's Republic of China,2013,4209233,111613,1103418,5436567
People's Republic of China,2014,4370875,132538,1287729,5804098
People's Republic of China,2015,4264019,170789,1392598,5838435
People's Republic of China,2016,4422641,213287,1521684,6169025
People's Republic of China,2017,4760804,248070,1659750,6682009
People's Republic of China,2018,4969985,294359,1832838,7109824
People's Republic of China,2019,5098875,348355,2014902,7472175
People's Republic of China,2020,5230163,366247,2157705,7764416
India,1971,0,0,0,0
India,1972,0,0,0,0
India,1973,0,0,0,0
India,1974,0,0,0,0
India,1975,0,0,0,0
India,1976,0,0,0,0
India,1977,0,0,0,0
India,1978,0,0,0,0
India,1979,0,0,0,0
India,1980,0,0,0,0
India,1981,0,0,0,0
India,1982,0,0,0,0
India,1983,0,0,0,0
India,1984,0,0,0,0
India,1985,0,0,0,0
India,1986,0,0,0,0
India,1987,0,0,0,0
India,1988,0,0,0,0
India,1989,0,0,0,0
India,1990,211641,6141,71688,289470
India,1991,237332,5525,72814,315670
India,1992,256099,6726,69974,332799
India,1993,280453,5398,70577,356428
India,1994,297051,5648,82927,385625
India,1995,337002,7982,73143,418127
India,1996,357807,9071,69924,436802
India,1997,380024,10083,75825,465932
India,1998,400871,11922,84260,497052
India,1999,440840,13249,82496,536585
India,2000,467795,16902,76361,561059
India,2001,483708,19475,76436,579619
India,2002,510361,19390,73020,602771
India,2003,536565,17780,85969,640347
India,2004,559437,17011,98977,675495
India,2005,571541,17324,119414,708357
India,2006,609856,18802,138461,767226
India,2007,649963,16957,150196,817325
India,2008,687856,14927,141966,845004
India,2009,746189,18636,144332,909462
India,2010,786426,26266,161413,974483
India,2011,840257,32287,187739,1060777
India,2012,902400,32866,179753,1115616
India,2013,940842,34228,208735,1184473
India,2014,1039678,36102,212533,1289059
India,2015,1111130,37414,207587,1356988
India,2016,1163015,37916,230207,1431970
India,2017,1214396,38346,255413,1508987
India,2018,1281353,37813,288026,1607942
India,2019,1251708,46472,324746,1623691
India,2020,1240508,43029,326632,1610968
Indonesia,1971,0,0,0,0
Indonesia,1972,0,0,0,0
Indonesia,1973,0,0,0,0
Indonesia,1974,0,0,0,0
Indonesia,1975,0,0,0,0
Indonesia,1976,0,0,0,0
Indonesia,1977,0,0,0,0
Indonesia,1978,0,0,0,0
Indonesia,1979,0,0,0,0
Indonesia,1980,0,0,0,0
Indonesia,1981,0,0,0,0
Indonesia,1982,0,0,0,0
Indonesia,1983,0,0,0,0
Indonesia,1984,0,0,0,0
Indonesia,1985,0,0,0,0
Indonesia,1986,0,0,0,0
Indonesia,1987,0,0,0,0
Indonesia,1988,0,0,0,0
Indonesia,1989,0,0,0,0
Indonesia,1990,25834,0,6833,32667
Indonesia,1991,29664,0,7676,37340
Indonesia,1992,31617,0,9896,41513
Indonesia,1993,36422,0,8978,45400
Indonesia,1994,43317,0,8041,51358
Indonesia,1995,49448,0,9745,59193
Indonesia,1996,57206,0,10518,67724
Indonesia,1997,66911,0,7716,74627
Indonesia,1998,65735,0,12303,78038
Indonesia,1999,73781,0,12134,85915
Indonesia,2000,78434,0,14891,93325
Indonesia,2001,83560,0,17694,101254
Indonesia,2002,92035,0,16182,108217
Indonesia,2003,97566,0,15408,112974
Indonesia,2004,103813,0,16350,120163
Indonesia,2005,110178,0,17351,127529
Indonesia,2006,116759,0,16313,133072
Indonesia,2007,123808,0,18343,142151
Indonesia,2008,129442,0,19884,149326
Indonesia,2009,136028,0,20746,156774
Indonesia,2010,142842,0,26913,169755
Indonesia,2011,161405,0,21997,183417
Indonesia,2012,177538,0,22477,200030
Indonesia,2013,189494,0,26506,216020
Indonesia,2014,201709,0,26149,227876
Indonesia,2015,209052,0,24922,233984
Indonesia,2016,216761,0,31156,247920
Indonesia,2017,222608,0,31966,254869
Indonesia,2018,234321,0,49138,283771
Indonesia,2019,245822,0,49290,295123
Indonesia,2020,238910,0,49063,287983
Morocco,1971,0,0,0,0
Morocco,1972,0,0,0,0
Morocco,1973,0,0,0,0
Morocco,1974,0,0,0,0
Morocco,1975,0,0,0,0
Morocco,1976,0,0,0,0
Morocco,1977,0,0,0,0
Morocco,1978,0,0,0,0
Morocco,1979,0,0,0,0
Morocco,1980,0,0,0,0
Morocco,1981,0,0,0,0
Morocco,1982,0,0,0,0
Morocco,1983,0,0,0,0
Morocco,1984,0,0,0,0
Morocco,1985,0,0,0,0
Morocco,1986,0,0,0,0
Morocco,1987,0,0,0,0
Morocco,1988,0,0,0,0
Morocco,1989,0,0,0,0
Morocco,1990,8408,0,1220,9628
Morocco,1991,7979,0,1226,9205
Morocco,1992,8755,0,964,9719
Morocco,1993,9467,0,443,9910
Morocco,1994,10630,0,840,11470
Morocco,1995,11481,0,611,12092
Morocco,1996,10581,0,1957,12538
Morocco,1997,11510,0,2083,13593
Morocco,1998,11191,0,1777,12968
Morocco,1999,12070,0,825,12895
Morocco,2000,12081,0,782,12863
Morocco,2001,13969,0,1077,15046
Morocco,2002,14191,0,1044,15235
Morocco,2003,14919,0,1659,16578
Morocco,2004,15898,0,1807,17705
Morocco,2005,18105,0,1185,19290
Morocco,2006,18683,0,1181,19864
Morocco,2007,18703,0,1194,19897
Morocco,2008,19333,0,1227,20560
Morocco,2009,18186,0,2959,21145
Morocco,2010,19545,0,4127,23672
Morocco,2011,22308,0,2698,25006
Morocco,2012,24976,0,2359,27335
Morocco,2013,22594,0,4141,28037
Morocco,2014,24125,0,3561,28988
Morocco,2015,25108,0,4409,30819
Morocco,2016,25776,0,4656,31734
Morocco,2017,26875,0,4635,32812
Morocco,2018,27731,0,6484,35517
Morocco,2019,32414,0,7543,41259
Morocco,2020,31353,0,6979,39634
Singapore,1971,0,0,0,0
Singapore,1972,0,0,0,0
Singapore,1973,0,0,0,0
Singapore,1974,0,0,0,0
Singapore,1975,0,0,0,0
Singapore,1976,0,0,0,0
Singapore,1977,0,0,0,0
Singapore,1978,0,0,0,0
Singapore,1979,0,0,0,0
Singapore,1980,0,0,0,0
Singapore,1981,0,0,0,0
Singapore,1982,0,0,0,0
Singapore,1983,0,0,0,0
Singapore,1984,0,0,0,0
Singapore,1985,0,0,0,0
Singapore,1986,0,0,0,0
Singapore,1987,0,0,0,0
Singapore,1988,0,0,0,0
Singapore,1989,0,0,0,0
Singapore,1990,15544,0,85,15714
Singapore,1991,16431,0,245,16921
Singapore,1992,17184,0,245,17674
Singapore,1993,18472,0,245,18962
Singapore,1994,20359,0,245,20849
Singapore,1995,21754,0,245,22244
Singapore,1996,23610,0,245,24100
Singapore,1997,26408,0,245,26898
Singapore,1998,27885,0,245,28375
Singapore,1999,29030,0,245,29520
Singapore,2000,31175,0,245,31665
Singapore,2001,32143,0,473,33089
Singapore,2002,33718,0,473,34664
Singapore,2003,34342,0,495,35332
Singapore,2004,35853,0,479,36811
Singapore,2005,37257,0,478,38213
Singapore,2006,38488,0,477,39442
Singapore,2007,40159,0,487,41133
Singapore,2008,40669,0,525,41718
Singapore,2009,40756,0,535,41823
Singapore,2010,45207,0,592,46386
Singapore,2011,44802,0,611,46016
Singapore,2012,45675,0,638,46938
Singapore,2013,46597,0,742,47971
Singapore,2014,47929,0,823,49382
Singapore,2015,48864,0,923,50420
Singapore,2016,50089,0,988,51677
Singapore,2017,50763,0,1021,52392
Singapore,2018,51476,0,1086,53144
Singapore,2019,52626,0,1257,54470
Singapore,2020,51648,0,1298,53415
South Africa,1971,0,0,0,0
South Africa,1972,0,0,0,0
South Africa,1973,0,0,0,0
South Africa,1974,0,0,0,0
South Africa,1975,0,0,0,0
South Africa,1976,0,0,0,0
South Africa,1977,0,0,0,0
South Africa,1978,0,0,0,0
South Africa,1979,0,0,0,0
South Africa,1980,0,0,0,0
South Africa,1981,0,0,0,0
South Africa,1982,0,0,0,0
South Africa,1983,0,0,0,0
South Africa,1984,0,0,0,0
South Africa,1985,0,0,0,0
South Africa,1986,0,0,0,0
South Africa,1987,0,0,0,0
South Africa,1988,0,0,0,0
South Africa,1989,0,0,0,0
South Africa,1990,155926,8449,1010,165385
South Africa,1991,155388,9144,1980,166512
South Africa,1992,156717,9288,752,166757
South Africa,1993,165960,7255,146,173361
South Africa,1994,169402,9697,1074,180173
South Africa,1995,173551,11301,529,185381
South Africa,1996,186342,11775,1379,199496
South Africa,1997,192869,12647,2238,207754
South Africa,1998,187527,13601,1826,202954
South Africa,1999,186662,12837,923,200422
South Africa,2000,193419,13010,1408,207837
South Africa,2001,195162,10719,2292,208173
South Africa,2002,203931,11991,2642,218564
South Africa,2003,217619,12663,966,231248
South Africa,2004,226332,13365,1233,240930
South Africa,2005,229133,11293,1629,242055
South Africa,2006,237614,10026,3211,250851
South Africa,2007,247986,11317,1197,260500
South Africa,2008,240964,13004,1551,255519
South Africa,2009,232257,12806,1752,246815
South Africa,2010,242069,12099,2480,256648
South Africa,2011,243637,13502,2437,259576
South Africa,2012,241366,11954,1593,254913
South Africa,2013,237579,14106,1507,253192
South Africa,2014,232332,13794,3345,249471
South Africa,2015,228682,12237,5817,246736
South Africa,2016,226667,15026,7760,249453
South Africa,2017,226377,14193,10086,250655
South Africa,2018,227974,11580,12253,251807
South Africa,2019,221721,13252,12606,247579
South Africa,2020,210184,12374,12103,234662
Thailand,1971,0,0,0,0
Thailand,1972,0,0,0,0
Thailand,1973,0,0,0,0
Thailand,1974,0,0,0,0
Thailand,1975,0,0,0,0
Thailand,1976,0,0,0,0
Thailand,1977,0,0,0,0
Thailand,1978,0,0,0,0
Thailand,1979,0,0,0,0
Thailand,1980,0,0,0,0
Thailand,1981,0,0,0,0
Thailand,1982,0,0,0,0
Thailand,1983,0,0,0,0
Thailand,1984,0,0,0,0
Thailand,1985,0,0,0,0
Thailand,1986,0,0,0,0
Thailand,1987,0,0,0,0
Thailand,1988,0,0,0,0
Thailand,1989,0,0,0,0
Thailand,1990,39200,0,4976,44176
Thailand,1991,45598,0,4587,50185
Thailand,1992,52859,0,4239,57098
Thailand,1993,59704,0,3703,63407
Thailand,1994,66662,0,4515,71177
Thailand,1995,73082,0,7001,80083
Thailand,1996,81640,0,8202,89842
Thailand,1997,85681,0,7545,93226
Thailand,1998,84554,0,5498,90052
Thailand,1999,85637,0,4402,90039
Thailand,2000,89440,0,6537,95977
Thailand,2001,95623,0,6797,102420
Thailand,2002,100854,0,8159,109013
Thailand,2003,108531,0,8452,116983
Thailand,2004,118405,0,7322,125727
Thailand,2005,124867,0,7330,132197
Thailand,2006,129145,0,9597,138742
Thailand,2007,133704,0,9935,143639
Thailand,2008,137592,0,9752,147344
Thailand,2009,138086,0,10254,148340
Thailand,2010,150494,0,8968,159462
Thailand,2011,143098,0,12582,155680
Thailand,2012,151633,0,13790,165423
Thailand,2013,156420,0,13693,170113
Thailand,2014,158035,0,14173,172208
Thailand,2015,163205,0,14022,177227
Thailand,2016,162902,0,25363,188265
Thailand,2017,156066,0,25873,181940
Thailand,2018,151992,0,30297,182288
Thailand,2019,156934,0,33748,190681
Thailand,2020,156552,0,29628,186180
